ranking,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_2023,ganancia_2023,activos_2023,pasivos_2023,patrimonio_2023,ingresos_2022,ganancia_2022,activos_2022,pasivos_2022,patrimonio_2022,grupo_niif
538,900540901,CI LCC SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,550666374,4215777,219418094,204898305,14519789,434131904,1360675,179178684,168874673,10304011,40 NIIF Pymes - Individual Grupo 2
539,901429936,RAMEDICAS SAS ,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",Comercio,549884775,39789542,251318858,156827770,94491088,434437216,25770285,181840289,127138743,54701546,10 NIIF Plenas - Individual Grupo 1
540,801004045,DON POLLO S.A.S,SUPERSOCIEDADES,Eje Cafetero,QUINDIO,ARMENIA,C1011 - Procesamiento y conservación de carne y productos cárnicos,Manufactura,549709774,20667029,297458973,221584689,75874284,441455552,11822974,231666643,196813996,34852647,20 NIIF Plenas - Separado Grupo 1
541,830029703,RCN TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6020 - Actividades de programación y transmisión de televisión,Servicios,549627289,-37641771,732019012,510253249,221765763,489265199,-26987628,770268920,506186883,264082037,GRUPO 1
542,900522508,INVERSIONES SUPERVAQUITA LA 33 S A S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",Comercio,549349479,12996146,183048023,108088963,74959060,454910784,13506622,114212203,52249289,61962914,40 NIIF Pymes - Individual Grupo 2
543,837000084,ips indígena mallamás,SUPERSALUD,Costa Pacífica,NARIÑO,IPIALES,O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,549054656,-83748720,27021790,254683417,-227661627,442051433,-113021662,23943360,167856266,-143912906,CGN RES. 414/2014
544,890900518,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,547707658,19137525,409845000,205633000,204212000,428131794,11660187,393972598,210012595,183960003,GRUPO 1
545,890322007,QUIMPAC DE COLOMBIA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,PALMIRA,C2011 - Fabricación de sustancias y productos químicos básicos,Manufactura,547052273,65272983,586801633,347111953,239689680,637515748,81171440,654611039,481421462,173189577,20 NIIF Plenas - Separado Grupo 1
546,830113831,COLMEDICA EPS CENTRO MEDICO BOLIVIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",O8430 - Actividades de planes de seguridad social de afiliación obligatoria,Servicios,546063885,7146910,202030199,142267649,59762550,502735910,17468176,188726644,120229237,68497407,GRUPO 1
547,900079775,Golosinas Trululu S.A ,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,"C1082 - Elaboración de cacao, chocolate y productos de confitería",Manufactura,545799209,3688392,635861303,426488020,209373283,484243840,54631450,681764383,476079492,205684891,40 NIIF Pymes - Individual Grupo 2
548,890903310,ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.S. ANDERCOL,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,C2011 - Fabricación de sustancias y productos químicos básicos,Manufactura,545525251,35158913,393024530,194490295,198534235,661773952,29584862,431628623,249893388,181735235,20 NIIF Plenas - Separado Grupo 1
549,860002693,3M COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4669 - Comercio al por mayor de otros productos n.c.p.,Comercio,543325580,4244834,331476138,191839238,139636900,555279488,36013540,309541669,173870162,135671507,10 NIIF Plenas - Individual Grupo 1
550,830507278,GLORIA COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1040 - Elaboración de productos lácteos,Manufactura,539742383,-21511668,320345059,194712795,125632264,503007072,-31609822,280383585,259230728,21152857,20 NIIF Plenas - Separado Grupo 1
551,890925108,PAPELES Y CARTONES S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",Manufactura,539392213,114010757,689338249,163352641,525985608,495444512,92327736,621771623,115108588,506663035,20 NIIF Plenas - Separado Grupo 1
552,890801339,MANISOL SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,Comercio,536372447,12196157,314612916,233664680,80948236,507137440,6472535,351321706,265774217,85547489,10 NIIF Plenas - Individual Grupo 1
553,860031028,"SIEMENS SOCIEDAD POR ACCIONES SIMPLIFICADA
s",SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,Manufactura,536295775,26526350,431778794,229443834,202334960,561384704,3977367,460034057,281756116,178277941,10 NIIF Plenas - Individual Grupo 1
554,800100159,COMPAÑIA DE COSMETICOS VOTRE PASSION SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,Comercio,535933320,2701155,70085739,55776368,14309371,515552992,4224316,65419841,53811624,11608217,40 NIIF Pymes - Individual Grupo 2
555,817003055,TECNOFAR TQ S.A.S.,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER DE QUILICHAO,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,535686412,100461608,801318352,91605624,709712728,531696704,151217581,713116802,119124266,593992536,20 NIIF Plenas - Separado Grupo 1
556,900040299,ATLANTIC FS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",Comercio,528228558,18438693,176075151,88550054,87525097,482908000,17401418,186895667,115086829,71808838,20 NIIF Plenas - Separado Grupo 1
557,800067065,PROMOTORA MEDICA LAS AMERICAS S.A,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,528182435,17754059,857745000,562910000,294835000,390981585,-33816721,733036816,458038670,274998146,GRUPO 1
558,899999092,INSTITUTO NACIONAL DE CANCEROLOGIA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","Q8621 - Actividades de la práctica médica, sin internación",Servicios,527305223,177598297,695489215,73288652,622200563,388832229,14496673,469397126,24794860,444602266,CGN RES. 414/2014
559,891501133,INGENIO LA CABAÑA S.A. ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,C1071 - Elaboración y refinación de azúcar,Manufactura,525785978,-68425641,1422656875,876534886,546121989,624181888,-10822418,1369668940,756024718,613644222,20 NIIF Plenas - Separado Grupo 1
560,860028601,FINANZAUTO S.A. BIC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,Servicios,525771553,54298897,2076905373,1488298104,588607269,343422432,52059695,1685975598,1171327780,514647818,20 NIIF Plenas - Separado Grupo 1
561,860525060,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS DE CAFICULTORES S A EXPOCAFE S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,Comercio,524985724,1462365,156886564,146166494,10720070,661851264,3702972,193456563,186188304,7268259,20 NIIF Plenas - Separado Grupo 1
562,900585053,TRAFIGURA ENERGY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",Comercio,523944116,2905601,265590635,248417413,17173222,465484416,11584032,336373303,317991657,18381646,10 NIIF Plenas - Individual Grupo 1
563,811012172,CONCESION TUNEL ABURRA ORIENTE S.A.,SUPERTRANSPORTE,Antioquia,ANTIOQUIA,MEDELLIN,F4290 - Obras de ingeniería civil,Construccion ,523903344,62340843,1025182128,816168572,209013556,434338364,50539030,965703993,819031280,146672713,GRUPO 1
564,901041691,CENTROS MEDICOS COLSANITAS S.A.S,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",K6494 - Otras actividades de distribución de fondos,Servicios,520911734,4052080,187919000,152851131,35067869,122768407,28754447,82282960,50818507,31464453,GRUPO 1
565,900265170,SOLUCIONES  BOLIVAR S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",Servicios,520823340,522593526,4000107589,2584580,3997523009,431127168,431021363,3348212438,19744136,3328468302,20 NIIF Plenas - Separado Grupo 1
566,900570964,ULTRACEM SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA,"C2394 - Fabricación de cemento, cal y yeso",Manufactura,520269679,9668050,447336808,232740399,214596409,418164832,11107448,418825653,211020332,207805321,20 NIIF Plenas - Separado Grupo 1
567,860090365,AAK Colombia S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1032 - Elaboración de aceites y grasas de origen vegetal refinados,Manufactura,518340673,2917809,313236975,308523154,4713821,594377600,-700143,297646154,295850142,1796012,10 NIIF Plenas - Individual Grupo 1
568,810003907,INDUSTRIAS LA VICTORIA SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,CHINCHINA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",Manufactura,517230296,62681803,302257623,65706168,236551455,391988192,40013714,222989921,49120269,173869652,40 NIIF Pymes - Individual Grupo 2
569,890110188,INDEPENDENCE DRILLING SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,Minero,516827619,936900,689221488,481564429,207657059,514023712,-13034849,696525487,489805328,206720159,10 NIIF Plenas - Individual Grupo 1
570,830013774,INDRA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",Servicios,514831626,124434,250722400,139909704,110812696,498981728,12912265,259934003,149245741,110688262,10 NIIF Plenas - Individual Grupo 1
571,830050346,NESTLE PURINA PET CARE DE COLOMBIA SA ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C1090 - Elaboración de alimentos preparados para animales,Manufactura,514373116,43898169,286813083,212481593,74331490,473226560,53928160,315331303,230698390,84632913,10 NIIF Plenas - Individual Grupo 1
572,901112025,PROYECTOS Y DESARROLLOS VIALES DEL PACIFICO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4210 - Construcción de carreteras y vías de ferrocarril,Construccion ,512358396,267902838,4353250618,1177447947,3175802671,678422080,397673109,4010368362,1183253541,2827114821,20 NIIF Plenas - Separado Grupo 1
573,901613496,PLAN B INVESTMENT SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",Comercio,511520153,-85467146,670379931,689432602,-19052671,491371,-707197,423975624,374643807,49331817,10 NIIF Plenas - Individual Grupo 1
574,860024586,PAVIMENTOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4210 - Construcción de carreteras y vías de ferrocarril,Construccion ,511441058,52959069,1471190736,931837994,539352742,255665296,39963594,1296204237,770973473,525230764,20 NIIF Plenas - Separado Grupo 1
575,817002510,CARVAJAL PULPA Y PAPEL SAS ZONA FRANCA PERMANENTE ESPECIAL   ,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,YUMBO,C1709 - Fabricación de otros artículos de papel y cartón,Manufactura,511401319,-4710928,106052570,86888761,19163809,510847648,91244828,153245946,41167107,112078839,10 NIIF Plenas - Individual Grupo 1
576,890300513,CLINICA DE OCCIDENTE,SUPERSALUD,Costa Pacífica,VALLE DEL CAUCA,CALI,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,511106352,58395685,519898000,274198000,245700000,394438838,43930854,421850403,234527602,187322801,GRUPO 2
577,890103400,ALIMENTOS CONCENTRADOS DEL CARIBE S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD,A0145 - Cría de aves de corral,Agropecuario,509545126,5383400,493073803,355781500,137292303,508429568,4026812,434967150,303058247,131908903,20 NIIF Plenas - Separado Grupo 1
578,800136835,CIRION TECHNOLOGIES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",J6190 - Otras actividades de telecomunicaciones,Servicios,508818780,29525285,796110759,282138339,513972420,453448704,18352879,772523123,288075988,484447135,10 NIIF Plenas - Individual Grupo 1
579,891401711,INDUSTRIAS ELECTROMECANICAS MAGNETRON SAS ,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA,"C2711 - Fabricación de motores, generadores y transformadores eléctricos",Manufactura,508206104,101009119,469347777,285087986,184259791,235452080,19888751,258045032,190126162,67918870,10 NIIF Plenas - Individual Grupo 1
580,890900120,Suministros de Colombia S.A.S ,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA,C2310 - Fabricación de vidrio y productos de vidrio,Manufactura,507828175,44034064,477352697,180891474,296461223,488948160,32575070,397846969,145638391,252208578,20 NIIF Plenas - Separado Grupo 1
581,890304099,HOTELES ESTELAR SA,SUPERSOCIEDADES,Costa Pacífica,VALLE DEL CAUCA,CALI,I5511 - Alojamiento en hoteles,Servicios,507656436,28796266,812848560,456888888,355959672,443252224,24244787,782710948,446346459,336364489,20 NIIF Plenas - Separado Grupo 1
582,800219925,COMPAÑIA ELECTRICA DE SOCHAGOTA S.A. E.S.P.,SUPERSERVICIOS,Centro - Oriente,BOYACA,PAIPA,"D3511 - Suministro de electricidad, gas, vapor y aire acondicionado",Servicios,507275599,4637288,1281065820,466341865,814723955,466762872,58995962,1422780232,505728884,917051348,
583,900560774,DISAN AGRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",Comercio,505331558,-5587445,282581486,215442698,67138788,589219456,20222841,372954547,295410849,77543698,10 NIIF Plenas - Individual Grupo 1
584,901602085,AUTOPISTA MAGDALENA MEDIO SAS,SUPERTRANSPORTE,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4210 - Obras de ingeniería civil,Construccion ,504815768,3354957,715780297,711610366,4169931,74086962,638584,189652226,188913642,738584,GRUPO 2
585,901436284,SKY FRIEND SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",Comercio,504256720,16292800,183716719,196492988,-12776269,158500400,-25277683,113106653,142175709,-29069056,10 NIIF Plenas - Individual Grupo 1
586,900612501,CHM MINERIA SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Comercio,503596614,29524991,222351591,142589206,79762385,339643712,24808612,132932520,59996740,72935780,20 NIIF Plenas - Separado Grupo 1
587,860028580,DISPAPELES SAS ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4669 - Comercio al por mayor de otros productos n.c.p.,Comercio,502941883,-4032579,304232857,183605289,120627568,528435296,10900240,402481788,244654324,157827464,20 NIIF Plenas - Separado Grupo 1
588,900078103,COMBUSTIBLES H&R LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",G4731 - Comercio al por menor de combustible para automotores,Comercio,502629067,-266839,150388327,117012968,33375359,383109632,-1070920,129351120,113766252,15584868,40 NIIF Pymes - Individual Grupo 2
589,900226948,LABORATORIOS SIEGFRIED S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.","C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",Manufactura,502108004,95378017,794231819,353826020,440405799,421691840,66216744,678749388,290682348,388067040,20 NIIF Plenas - Separado Grupo 1
590,890904615,AUTOAMERICA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,G4511 - Comercio de vehículos automotores nuevos,Comercio,501340056,13181269,173017900,78711187,94306713,444556032,18906189,180823598,94422383,86401215,20 NIIF Plenas - Separado Grupo 1
591,800237456,EMTELCO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN,N8220 - Actividades de centros de llamadas (call center),Servicios,500927554,4680729,240534873,114365451,126169422,561016000,9116361,295564928,173988754,121576174,10 NIIF Plenas - Individual Grupo 1
592,860513493,Constructora Bolivar  S.A. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",F4111 - Construcción de edificios residenciales,Construccion ,500573734,13827509,4261462240,3087349188,1174113052,363811264,90364162,4072970605,2789294707,1283675898,20 NIIF Plenas - Separado Grupo 1
593,900439301,INVERSIONES INT COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",I5611 - Expendio a la mesa de comidas preparadas,Servicios,500022768,-20678011,256832481,238262412,18570069,424766112,3582593,197825304,158577224,39248080,40 NIIF Pymes - Individual Grupo 2
594,860005114,MESSER COLOMBIA S.A. ,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,"BOGOTA, D.C.",C2011 - Fabricación de sustancias y productos químicos básicos,Manufactura,499225126,55034299,452530237,149623514,302906723,445888672,44622350,475702155,160005776,315696379,10 NIIF Plenas - Individual Grupo 1
595,890303461,"""Hospital Universitario del Valle """"Evaristo Garcia"""" E.S.E.""",SUPERSALUD,Costa Pacífica,VALLE DEL CAUCA,CALI,"Q8610 - Actividades de hospitales y clínicas, con internación",Servicios,498567685,98706111,1168328813,299120009,869208804,427273924,18387013,1090160724,319658031,770502693,CGN RES. 414/2014
596,860000896,SIKA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA,C2029 - Fabricación de otros productos químicos n.c.p.,Manufactura,498537513,72241520,274903247,154875733,120027514,513911776,69062640,280065118,135218453,144846665,10 NIIF Plenas - Individual Grupo 1
597,890900317,AUTOTECNICA COLOMBIANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI,C3091 - Fabricación de motocicletas,Manufactura,498016804,14159415,396738754,233193042,163545712,551333120,1855300,435719400,318260280,117459120,10 NIIF Plenas - Individual Grupo 1
